,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Glo_sal_norml,Sales_rate
15908,16172,Hanayamata: Yosakoi Live,PSV,2014,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15909,16173,Shepherd's Crossing,PSP,2009,Simulation,Success,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15910,16174,Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15911,16175,Military History: Commander - Europe at War,DS,2009,Strategy,Slitherine Software,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15912,16176,Tactics Layer: Ritina Guard Senki,DS,2009,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15913,16177,We Sing 80s,Wii,2012,Misc,Nordic Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15914,16178,Republique,PS4,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,0.00012086052695189751,Low
15915,16179,San-X Character Channel: All-Star Daishuugou!,DS,2008,Action,MTO,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15916,16180,Rail Simulator,PC,2007,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15917,16181,Putty Squad,PS3,2013,Platform,System 3,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15918,16182,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,Sega,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15919,16183,Rozen Maiden: Gebetgarten,PS2,2007,Fighting,Taito,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15920,16184,Resistance Dual Pack,PS3,2011,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15921,16185,Princess Arthur,PSP,2013,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15922,16186,Sakura-Sou no Pet na Kanojo,PSP,2013,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15923,16187,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15924,16188,Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15925,16189,BattleForge,PC,2009,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15926,16190,Jewel Quest II,PC,2007,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15927,16191,Toro to Morimori,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15928,16192,Sonic & All-Stars Racing Transformed,PC,2013,Racing,Sega,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15929,16193,Satisfashion,Wii,2010,Misc,Destineer,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15930,16195,Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15931,16196,K-1 Grand Prix,PS,1999,Fighting,Jaleco,0.01,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15932,16198,Legoland,PC,1999,Action,LEGO Media,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15933,16199,Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15934,16200,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15935,16202,Casper,GBA,2002,Adventure,Microids,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15936,16203,Hyakka Yakou,PSV,2015,Action,Unknown,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15937,16204,Adventure Time: The Secret of the Nameless,X360,2014,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15938,16205,Hakuoki: Reimeiroku DS,DS,2012,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15939,16206,Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15940,16207,Ro-Kyu-Bu! Secret Photo Op,PSV,2014,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15941,16208,Caladrius,X360,2013,Shooter,Moss,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15942,16209,Who Wants to be a Millionaire: 2nd Edition,DS,2008,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15943,16210,Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15944,16211,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005,Misc,Electronic Arts,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15945,16212,Freekstyle,GBA,2003,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15946,16213,Groovin' Blocks,Wii,2009,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15947,16214,Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15948,16215,Gardening Guide: How to get Green Fingers,DS,2009,Misc,Mindscape,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15949,16216,Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15950,16217,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012,Action,FuRyu,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15951,16218,Tsukigime Ranko's Longest Day,PS3,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15952,16219,Bakumatsu Rock,PSP,2014,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15953,16220,Far East of Eden II: Manji Maru,DS,2006,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15954,16221,Family Jockey,Wii,2008,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15955,16222,Thunder Alley,GBA,2004,Racing,XS Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15956,16223,Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15957,16224,Spider-Man: Friend or Foe,PC,2007,Action,Activision,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15958,16225,Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15959,16226,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15960,16227,New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15961,16228,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007,Adventure,Datam Polystar,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15962,16229,Victory Spike,PS,1996,Sports,Imagineer,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15963,16230,Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15964,16231,Double Sequence: The Q-Virus Invasion,DS,2008,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15965,16233,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006,Action,D3Publisher,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15966,16234,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010,Role-Playing,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15967,16235,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15968,16236,Marvel: Ultimate Alliance,PC,2006,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15969,16237,Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15970,16238,Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15971,16239,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15972,16240,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15973,16241,Kao the Kangaroo,GBA,2001,Platform,Titus,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15974,16242,Builder's Block,PS,1999,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15975,16243,Seisou no Amazones,3DS,2013,Role-Playing,Arc System Works,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15977,16245,F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15978,16246,Mahjong Taikai IV,PS3,2006,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15979,16247,Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15980,16248,FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15981,16250,Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15982,16251,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15983,16252,Aquaman: Battle for Atlantis,GC,2003,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15984,16253,Strider (2014),PS3,2014,Platform,Capcom,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15985,16254,Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007,Misc,Takara Tomy,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15986,16255,The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15987,16256,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15988,16257,Goku Makaimura Kai,PSP,2007,Platform,Capcom,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15989,16258,No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15990,16259,Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15991,16260,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,Role-Playing,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15992,16261,Championship Manager 2010,PC,2009,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
15993,16262,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15994,16263,Paragon,PS4,2016,Action,Epic Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
15995,16264,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15996,16265,"Hanayaka Kana, Ware ga Ichizoku",PSP,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15997,16266,Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,G.Rev,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15998,16267,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
15999,16268,Myself; Yourself,PS2,2007,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16000,16269,Kurogane Kaikitan,PSV,2015,Adventure,Minato Station,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16001,16270,Starry ? Sky: After Autumn,PSP,2011,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16002,16271,Dokuro,PSV,2012,Action,GungHo,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16003,16272,Slide Adventure: Mag Kid,DS,2007,Action,Nintendo,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16004,16273,Smuggler's Run,GBA,2002,Racing,Rebellion,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16005,16274,The Humans: Meet the Ancestors!,DS,2009,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16006,16275,Chaos;Head Noah,PSV,2014,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16007,16276,Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16008,16277,Farming Simulator 15 Expansion Pack,PC,2015,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16009,16278,Jan Sangoku Musou,PS2,2006,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16010,16279,Assetto Corsa,XOne,2016,Racing,505 Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16011,16280,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16012,16281,Monster Bomber,DS,2006,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16013,16282,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16014,16283,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16015,16284,CT Special Forces 2: Back in the Trenches,GBA,2003,Shooter,LSP Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16016,16285,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,Adventure,ChunSoft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16017,16286,The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16018,16287,The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16019,16288,Root Double: Before Crime After Days,X360,2012,Action,Yeti,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16020,16289,War for the Overworld,PC,2015,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16021,16290,TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16022,16291,ef - a fairy tale of the two.,PS2,2010,Adventure,Comfort,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16023,16292,The Train Giant,PC,2012,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16024,16293,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16025,16294,FairlyLife: MiracleDays,PSP,2010,Adventure,Piacci,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16026,16295,Surf's Up,GC,2007,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16027,16296,Jambo! Safari Animal Rescue,DS,2009,Simulation,Sega,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16028,16297,Death Connection Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16029,16298,Rainbow Islands: Revolution,PSP,2005,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16030,16299,Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16031,16300,Rakushou! Pachi-Slot Sengen 4,PS2,2006,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16032,16301,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,Nitroplus,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16033,16302,Moe Moe 2-Ji Daisenryaku 2,PSP,2010,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16034,16303,Tsuyo Kiss 3 Portable,PSP,2012,Action,NetRevo,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16035,16304,Fireman Sam: Action Stations,DS,2013,Action,Avanquest Software,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16036,16305,Tetris Ultimate,PSV,2014,Puzzle,Ubisoft,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16037,16306,Durarara!! Relay,PSV,2015,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16038,16307,Moto Racer Advance,GBA,2002,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16039,16308,Duel Masters: Shadow of the Code,GBA,2004,Misc,Atari,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16040,16309,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16041,16311,Army Men: Air Combat - The Elite Missions,GC,2003,Shooter,3DO,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16042,16312,Rally Championship,GC,2003,Racing,SCi,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16043,16313,Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16044,16314,Space Hulk,PSV,2015,Strategy,Funbox Media,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16045,16315,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009,Action,From Software,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16046,16316,Musou Tourou,PSP,2009,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16047,16317,Really? Really! DS,DS,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16048,16318,Gakuen Hetalia,DS,2012,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16049,16319,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16050,16320,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014,Adventure,Success,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16051,16321,Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16052,16322,Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16053,16323,Tringo,GBA,2006,Puzzle,Liquid Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16054,16324,Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16055,16325,Binary Star,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16056,16326,MXGP 2,PC,2016,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16057,16327,Professional Farmer 2016,PSV,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16058,16328,RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16059,16329,Dragon Quest X: All in One Package,WiiU,2015,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16060,16331,Wedding Planner: Dream Weddings Guaranteed,DS,2010,Simulation,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16061,16332,Element Hunter,DS,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16062,16333,Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16063,16334,Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16064,16335,The Eye of Judgment: Legends,PSP,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16065,16336,Chaos;Child,PS4,2015,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16066,16337,Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16067,16338,Whac-A-Mole,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16068,16339,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16069,16340,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16070,16341,Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16071,16342,Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16072,16343,Grooverider: Slot Car Thunder,GC,2003,Racing,Encore,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16073,16344,H2O+: Footprints in the Sand,PS2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16074,16345,Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16075,16346,Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16076,16347,Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16077,16348,Ultimate Board Game Collection,PS2,2006,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16078,16349,Dinotopia: The Sunstone Odyssey,XB,2003,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16079,16350,Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16080,16351,Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011,Misc,Atari,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16081,16352,Natsuzora no Monologue,PSP,2013,Adventure,Otomate,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16082,16353,Kenka Banchou Portable,PSP,2009,Action,Spike,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16083,16354,World Snooker Challenge 2005,PSP,2005,Sports,Sega,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16084,16355,Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16085,16356,G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16086,16357,Monster Jam,PC,2007,Racing,Activision,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16087,16358,Icewind Dale II,PC,2002,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16088,16359,The Amazing Spider-Man (DS & Mobile Versions),PSP,2009,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16089,16360,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16090,16361,Ishin Renka: Ryouma Gaiden,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16091,16362,NHL 2K7,XB,2006,Sports,Take-Two Interactive,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16092,16363,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
16093,16364,Act of Aggression,PC,2015,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16094,16365,Powerdrome,XB,2004,Racing,Evolved Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16095,16366,Fallout Anthology,PC,2015,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16096,16367,Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,0.00012086052695189751,Low
16097,16368,Survivor,Wii,2010,Adventure,Valcon Games,0.01,0.0,0.0,0.0,0.01,0.00012086052695189751,Low
16098,16370,Dance with Devils,PSV,2016,Action,Electronic Arts,0.0,0.0,0.01,0.0,0.01,0.00012086052695189751,Low
